ArticleTitle	Question	Answer	DifficultyFromQuestioner	DifficultyFromAnswerer	ArticleFile
Canada	Where is the most densely populated part of Canada?	The most densely populated part of the country is the Quebec City-Windsor Corridor along the Great Lakes and Saint Lawrence River in the southeast.	medium	medium	S08_set2_a8
Canada	Where is the most densely populated part of Canada?	The most densely populated part of the country is the Quebec City-Windsor Corridor along the Great Lakes and Saint Lawrence River in the southeast.	medium	medium	S08_set2_a8
Canada	What is the largest country in the world?	Canada is the second largest country in the world, after Russia, and largest on the continent.	hard	medium	S08_set2_a8
Canada	What is the largest country in the world?	Russia.	hard	hard	S08_set2_a8
Canada	What is the largest religious group in Canada?	According to 2001 census, 77.1% of Canadians identified as being Christians; of this, Catholics make up the largest group (43.6% of Canadians). The largest Protestant denomination is the United Church of Canada; about 16.5% of Canadians declare no religious affiliation, and the remaining 6.3% were affiliated with religions other than Christianity, of which the largest is Islam numbering 1.9%, followed by Judaism: 1.1%. 	hard	hard	S08_set2_a8
Canada	What is the largest religious group in Canada?	Christian	hard	hard	S08_set2_a8
Canada	When did Canada have one of the largest armed forces in the world?	1944.	hard	hard	S08_set2_a8
Canada	When did Canada have one of the largest armed forces in the world?	World War II.	hard	hard	S08_set2_a8
Canada	What have been inhabited for millennia by aboriginal peoples?	The lands	NULL	easy	S08_set2_a8
Canada	European books and maps began referring to this region as Canada in what year?	1545	NULL	easy	S08_set2_a8
Canada	What was Canada's most important industry until the 1800s?	The fur trade	NULL	easy	S08_set2_a8
Canada	Is it true that it angered many residents of the thirteen colonies?	yes	NULL	easy	S08_set2_a8
Canada	How do cuba and declining participation relate?	Canada maintains full relations with both.	NULL	easy	S08_set2_a8
Canada	Is it true that provinces have a large degree of autonomy?	yes	NULL	easy	S08_set2_a8
Canada	What did Canada adopt in 1965?	The Maple Leaf Flag	NULL	medium	S08_set2_a8
Canada	What arrived in Britain?	The first Canadian Army units in WW II	NULL	easy	S08_set2_a8
Canada	Are Canada 's two official languages English and French ?	yes	NULL	easy	S08_set2_a8
Canada	Are Canada 's official national sports ice hockey ( winter ) and lacrosse ( summer ) ?	yes	NULL	easy	S08_set2_a8
Canada	Is Canada a geographically vast and ethnically diverse country ?	yes	NULL	easy	S08_set2_a8
Canada	Did Mainland Nova Scotia not come under British rule with the Treaty of Utrecht    (: ; ?	no!	NULL	easy	S08_set2_a8
Canada	Did Cartier not use the word ` Canada ' to refer to not only that village , but the entire area subject to Donnacona , Chief at Stadacona ?	yes	NULL	easy	S08_set2_a8
Canada	Did continental European immigrants not S08_settle the prairies ?	no	NULL	easy	S08_set2_a8
Canada	Is it the world 's second largest country by total area?	yes	NULL	easy	S08_set2_a8
Canada	What happened in 1867?	Canada was formed as a federal, semi-autonomous polity	NULL	easy	S08_set2_a8
Egypt	Is Egypt bordered by the Gaza Strip?	yes	easy	easy	S08_set2_a6
Egypt	Is Egypt bordered by the Gaza Strip?	Yes	easy	medium	S08_set2_a6
Egypt	Is Egypt the most populated country in Africa?	no	easy	medium	S08_set2_a6
Egypt	Is Egypt the most populated country in Africa?	No	easy	easy	S08_set2_a6
Egypt	Does Egypt have political influence in the Middle East?	yes	easy	easy	S08_set2_a6
Egypt	Does Egypt have political influence in the Middle East?	Yes	easy	medium	S08_set2_a6
Egypt	When was the Six Day War?	1967	medium	easy	S08_set2_a6
Egypt	When was the Six Day War?	1967	medium	medium	S08_set2_a6
Egypt	What religions has Egypt outlawed?	All but Christianity, Islam, and Judaism	medium	hard	S08_set2_a6
Egypt	What religions has Egypt outlawed?	all religions and belief except Islam, Christianity and Judaism	medium	medium	S08_set2_a6
Egypt	What is the poulation of Egypt?	more than 78 million	medium	easy	S08_set2_a6
Egypt	What is the poulation of Egypt?	78 million people	medium	hard	S08_set2_a6
Egypt	Why does most of Egypt's population live near the Nile?	the only arable agricultural land is found there,	hard	medium	S08_set2_a6
Egypt	Why does most of Egypt's population live near the Nile?	The only arable agricultural land is found there	hard	hard	S08_set2_a6
Egypt	Are there a large number of Jews living in Egypt today?	no	hard	medium	S08_set2_a6
Egypt	Are there a large number of Jews living in Egypt today?	No	hard	hard	S08_set2_a6
Egypt	During what period was Akhenaten a Pharaoh?	The New Kingdom (c.1550&#8722;1070 BC) 	hard	hard	S08_set2_a6
Egypt	During what period was Akhenaten a Pharaoh?	The New Kingdom	hard	hard	S08_set2_a6
Egypt	Is Egypt in Asia?	No.	easy	easy	S08_set2_a6
Egypt	Does Egypt receive the least rainfall in the world?	Yes.	easy	easy	S08_set2_a6
Egypt	Does Egypt receive the least rainfall in the world?	Yes	easy	easy	S08_set2_a6
Egypt	Does Egypt's foreign policy operates along moderate lines?	Yes.	easy	easy	S08_set2_a6
Egypt	Does Egypt's foreign policy operates along moderate lines?	Yes	easy	easy	S08_set2_a6
Egypt	Since when has Egypt been a republic?	June 18 1953.	medium	medium	S08_set2_a6
Egypt	Since when has Egypt been a republic?	June 18 1953	medium	medium	S08_set2_a6
Egypt	When were the Great Sphinx and the Pyramids of Giza built?	During the Old Kingdom.	medium	medium	S08_set2_a6
Egypt	When were the Great Sphinx and the Pyramids of Giza built?	During the Old Kingdom	medium	medium	S08_set2_a6
Egypt	What countries border Egypt?	Libya, Sudan, the Gaza Strip and Israel.	medium	hard	S08_set2_a6
Egypt	What countries border Egypt?	Libya, Sudan, the Gaza Strip and Israel	medium	hard	S08_set2_a6
Egypt	What is the estimated population of Egypt?	More than 78 million.	hard	hard	S08_set2_a6
Egypt	What is the estimated population of Egypt?	78 million	hard	hard	S08_set2_a6
Egypt	Does snow fall in Egypt?	Yes.	hard	hard	S08_set2_a6
Egypt	Does snow fall in Egypt?	Yes	hard	hard	S08_set2_a6
Egypt	When did organized agriculture appear in the Nile Valley?	6000 BC.	hard	medium	S08_set2_a6
Egypt	When did organized agriculture appear in the Nile Valley?	About 6000 BC	hard	medium	S08_set2_a6
Finland	Were the treaties signed in 1947 and 1948 with the Ukraine?	no	easy	easy	S08_set2_a4
Finland	Were the treaties signed in 1947 and 1948 with the Ukraine?	No	easy	easy	S08_set2_a4
Finland	Is Finnish a member of the Baltic-Finnic subgroup of the Uralic languages?	yes	easy	easy	S08_set2_a4
Finland	Is Finnish a member of the Baltic-Finnic subgroup of the Uralic languages?	Yes	easy	easy	S08_set2_a4
Finland	Is the most read newspaper in Finland Taloussanomat?	no	easy	easy	S08_set2_a4
Finland	Is the most read newspaper in Finland Taloussanomat?	No	easy	easy	S08_set2_a4
Finland	Which Russian army general conquered Finland in 1809?	Alexander I	medium	hard	S08_set2_a4
Finland	Which Russian army general conquered Finland in 1809?	Alexander I	medium	medium	S08_set2_a4
Finland	What is the life expectancy for men in Finland?	75 years	medium	medium	S08_set2_a4
Finland	What is the life expectancy for men in Finland?	75 years	medium	medium	S08_set2_a4
Finland	In what year were the "Games of the XV Olympiad" held?	1952	medium	medium	S08_set2_a4
Finland	In what year were the "Games of the XV Olympiad" held?	1952	medium	medium	S08_set2_a4
Finland	What body of water lies to the south of Finland?	the Gulf of Finland	hard	hard	S08_set2_a4
Finland	What body of water lies to the south of Finland?	Archipelago Sea	hard	hard	S08_set2_a4
Finland	Name an animal that is growing in number due to recent conservation efforts	Golden Eagle, Brown Bear, or Eurasian Lynx (Change imperative to interrogative)	hard	hard	S08_set2_a4
Finland	Name an animal that is growing in number due to recent conservation efforts	Golden Eagle	hard	hard	S08_set2_a4
Finland	Today, are there more cell phone subscriptions than people in Finland?	yes	hard	too hard	S08_set2_a4
Finland	Today, are there more cell phone subscriptions than people in Finland?	Yes	hard	hard	S08_set2_a4
Finland	Is Matti Vanhanen the Prime Minister of Finland?	yes	easy	easy	S08_set2_a4
Finland	Is Matti Vanhanen the Prime Minister of Finland?	Yes	easy	easy	S08_set2_a4
Finland	Is the capital city Oslo?	no	easy	easy	S08_set2_a4
Finland	Is the capital city Oslo?	No	easy	easy	S08_set2_a4
Finland	Does it have a border with Norway?	yes	easy	medium	S08_set2_a4
Finland	Does it have a border with Norway?	Yes	easy	easy	S08_set2_a4
Finland	What is the life expectancy for men?	75 years	medium	medium	S08_set2_a4
Finland	What is the life expectancy for men?	75 years	medium	medium	S08_set2_a4
Finland	What is the biggest city in Finland?	Greater Helsinki	medium	hard	S08_set2_a4
Finland	What is the biggest city in Finland?	the cities of the Greater Helsinki metropolitan area	medium	hard	S08_set2_a4
Finland	Who is the most popular rock group in Finland?	CMX	medium	medium	S08_set2_a4
Finland	Who is the most popular rock group in Finland?	CMX	medium	hard	S08_set2_a4
Finland	What is Finland's economy like?	a highly industrialised, free-market economy	hard	medium	S08_set2_a4
Finland	Where is Finland located?	Northern Europe	hard	medium	S08_set2_a4
Finland	Where is Finland located?	Northern Europe	hard	hard	S08_set2_a4
Finland	What is the weather like in summer?	relatively warm	hard	medium	S08_set2_a4
Finland	What is the weather like in summer?	relatively warm	hard	medium	S08_set2_a4
Finland	Does salmon remain the favorite of fly rod enthusiasts?	Yes	easy	easy	S08_set2_a4
Finland	Does salmon remain the favorite of fly rod enthusiasts?	Yes	easy	easy	S08_set2_a4
Finland	Are there cathedrals scattered all across Finland?	Yes	easy	easy	S08_set2_a4
Finland	Are there cathedrals scattered all across Finland?	Yes	easy	easy	S08_set2_a4
Finland	According to Reader's Digest, is Finland best for living?	Yes	easy	easy	S08_set2_a4
Finland	According to Reader's Digest, is Finland best for living?	Yes	easy	easy	S08_set2_a4
Finland	When did the first verifiable written documents appear?	Twelfth Century	medium	medium	S08_set2_a4
Finland	When did the first verifiable written documents appear?	 The first verifiable written documents appeared in the twelfth century. 	medium	medium	S08_set2_a4
Finland	What is the capital city?	Helsinki	medium	medium	S08_set2_a4
Finland	What is the capital city?	The capital city is Helsinki. 	medium	medium	S08_set2_a4
Finland	What is the most extensively celebrated holiday?	Christmas	medium	medium	S08_set2_a4
Finland	What is the most extensively celebrated holiday?	Christmas is the most extensively celebrated holiday.	medium	medium	S08_set2_a4
Finland	Does a large proportion of the population speak Swedish as its mother tongue?	No	hard	hard	S08_set2_a4
Finland	Do women live longer than men?	Yes	hard	hard	S08_set2_a4
Finland	Do women live longer than men?	Yes	hard	hard	S08_set2_a4
Finland	What is a country with which Finland is involved in an international conflict?	None	hard	hard	S08_set2_a4
Finland	What is a country with which Finland is involved in an international conflict?	Finland is not involved in international conflicts or border disputes. 	hard	hard	S08_set2_a4
Finland	What is Helsinki?	NULL	NULL	NULL	S08_set2_a4
Finland	What is concentrated in the southern part of the country?	NULL	NULL	NULL	S08_set2_a4
Finland	What is spoken natively by a 5.5 percent minority?	NULL	NULL	NULL	S08_set2_a4
Finland	What do jari litmanen and sami hyypiä have in common?	NULL	NULL	NULL	S08_set2_a4
Finland	Is it true that he composed finlandia in 1899?	NULL	NULL	NULL	S08_set2_a4
Finland	Is it true that it has borders with sweden?	NULL	NULL	NULL	S08_set2_a4
Finland	What did Finland join in 1995?	NULL	NULL	NULL	S08_set2_a4
Finland	Is finnish culture indigenous?	NULL	NULL	NULL	S08_set2_a4
Finland	Is finnish architecture famous?	NULL	NULL	NULL	S08_set2_a4
Finland	What situated in Northern?	NULL	NULL	NULL	S08_set2_a4
Finland	What arrived in Finland?	NULL	NULL	NULL	S08_set2_a4
Finland	What ceded by Finland?	NULL	NULL	NULL	S08_set2_a4
Finland	Lunch is what?	NULL	NULL	NULL	S08_set2_a4
Finland	Who is the autonomous Åland Islands , where Finnish is not compulsory due to Swedish being the sole official language of the province . ?	NULL	NULL	NULL	S08_set2_a4
Finland	The earliest people were what?	NULL	NULL	NULL	S08_set2_a4
Finland	Are Various sporting events popular in Finland ?	NULL	NULL	NULL	S08_set2_a4
Finland	Are all official holidays in Finland established by acts of Parliament ?	NULL	NULL	NULL	S08_set2_a4
Finland	Are the people of Finland accustomed to technology and information services ?	NULL	NULL	NULL	S08_set2_a4
Finland	Was one of the most productive composers of popular music Toivo Kärki , and the most famous singer Olavi Virta -LRB- 1915 -- 1972 -RRB- ?	NULL	NULL	NULL	S08_set2_a4
Finland	Do 79 percent of the population not use the Internet ?	NULL	NULL	NULL	S08_set2_a4
Finland	Did the relationship between the Grand Duchy and the Russian Empire not sour when the Russian government made moves to restrict Finnish autonomy ?	NULL	NULL	NULL	S08_set2_a4
Finland	Is the capital city helsinki?	NULL	NULL	NULL	S08_set2_a4
Finland	Is finland a democratic , parliamentary republic?	NULL	NULL	NULL	S08_set2_a4
